Date,Open,High,Low,Close,Volume
3.140357,3.260714,3.131071,3.1896430000000002,2.734689,706658400
3.1471430000000002,3.257143,3.131071,3.140714,2.692739,770929600
3.176071,3.240714,3.1385709999999998,3.156071,2.705905,724340400
3.220714,3.313214,3.194643,3.256071,2.791642,741403600
3.230714,3.281071,3.158929,3.172857,2.720296,706899200
3.155,3.157143,2.940357,3.0464290000000003,2.611902,1011147200
3.0064290000000002,3.128571,2.948929,2.968214,2.544843,698297600
3.031071,3.184643,3.012857,3.1653569999999998,2.713866,844258800
3.2075,3.359643,3.199286,3.31,2.837878,846372800
3.317857,3.449286,3.285714,3.441071,2.950254,768457200
3.439286,3.471429,3.393214,3.426071,2.937394,601168400
3.4475,3.478214,3.363571,3.407857,2.9217779999999998,797244000
3.4014290000000003,3.5603569999999998,3.395357,3.559286,3.051607,786646000
3.5682139999999998,3.6957139999999997,3.561429,3.625714,3.108562,796037200
3.6375,3.685714,3.580357,3.629286,3.111623,500180800
3.646071,3.6825,3.591786,3.628214,3.110705,695587200
3.668214,3.862857,3.633929,3.845,3.2965690000000003,666397200
3.798571,3.908571,3.763929,3.803571,3.2610490000000003,640612000
3.842143,3.87,3.709286,3.803214,3.260743,646618000
3.851071,3.927857,3.842143,3.9239290000000002,3.36424,616252000
3.865357,3.876071,3.8,3.816071,3.271766,492872800
3.7325,3.750357,3.664643,3.731786,3.199503,502796000
3.7660709999999997,3.8375,3.75,3.754286,3.218794,570080000
3.7175,3.892857,3.710357,3.881786,3.3281080000000003,589372000
3.9335709999999997,4.098214,3.920714,4.025357,3.4512,812366800
4.078214,4.1475,4.054286,4.1425,3.5516349999999997,636241200
4.105,4.241071,4.045714,4.230357,3.626959,658064400
4.161786,4.166786,4.078214,4.107143,3.521322,536580800
4.1225,4.1710709999999995,4.092143,4.154286,3.5617400000000004,455630000
4.229286,4.285714,4.212857,4.270357,3.661255,530756800
4.286071,4.320714,4.25,4.293571,3.681157,389236400
4.270357,4.291786,4.1875,4.225357,3.622675,454622000
4.185714,4.223214,4.134286,4.201429,3.602158,412882400
4.256786,4.398214,4.2425,4.3375,3.7188220000000003,593446000
4.327857,4.4375,4.294643,4.407857,3.779143,497495600
4.3475,4.3925,4.255714,4.303571,3.689732,466466000
4.246071,4.362143,4.235714,4.348571,3.7283129999999995,470685600
4.379643,4.476786,4.328571,4.339643,3.7206589999999995,938767200
4.522143,4.542857,4.411071,4.478571,3.8397699999999997,945156800
4.451429,4.469286,4.391786,4.425,3.7938410000000005,540764000
4.389286,4.464286,4.380714,4.454643,3.8192550000000005,480690000
4.405357,4.5075,4.402143,4.425,3.7938410000000005,455856800
4.458929,4.530357,4.4225,4.469286,3.83181,458110800
4.507857,4.535714,4.461429,4.4939290000000005,3.8529379999999995,498489600
4.492857,4.569643,4.492857,4.5442860000000005,3.896111,397516000
4.58,4.723214,4.56,4.716786,4.044008,609358400
4.705357,4.745,4.682857,4.739643,4.063603,398255200
4.761786,4.767857,4.650714,4.732143,4.057176,473538800
4.726071,4.728214,4.567857,4.609286,3.9518400000000002,531776000
4.6085709999999995,4.686786,4.509286,4.613929,3.9558230000000005,467964000
4.548929,4.677143,4.54,4.6275,3.967458,404658800
4.627143,4.6325,4.401786,4.4435709999999995,3.809763,609481600
4.400357,4.429286,4.263571,4.2675,3.658806,595971600
4.277857,4.411786,4.275,4.391071,3.7647510000000004,447826400
4.368571,4.450714,4.343214,4.372143,3.748522,367567200
4.418929,4.525,4.341786,4.523214,3.878046,458841600
4.529286,4.618214,4.490714,4.551786,3.902542,372422400
4.5582139999999995,4.614643,4.475,4.495357,3.854164,388584000
4.469643,4.527857,4.388929,4.435,3.8024139999999997,407946000
4.430357,4.435,4.348214,4.375,3.750973,297998400
4.4557139999999995,4.6725,4.448214,4.670714,4.004507,636927200
