Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,83.000000,83.612503,80.074997,80.512497,59.474041,730260
2008-01-02,80.487503,81.474998,78.262497,78.587502,58.052032,1896700
2008-01-03,79.000000,79.187500,77.012497,77.500000,57.248737,2943936
2008-01-04,77.750000,79.237503,77.012497,78.762497,58.181332,2431480
2008-01-07,79.000000,79.000000,74.400002,74.824997,55.272724,5565516
2008-01-08,73.812500,76.599998,73.812500,75.212502,55.558968,3877976
2008-01-09,77.099998,77.099998,74.750000,75.025002,55.420464,4305368
2008-01-10,76.250000,76.250000,73.775002,74.050003,54.700222,1519052
2008-01-11,74.500000,75.000000,71.150002,72.224998,53.352119,3117668
2008-01-14,72.512497,73.000000,70.000000,70.974998,52.428757,1338160
2008-01-15,71.250000,72.250000,69.000000,69.224998,51.136040,1828536
2008-01-16,69.437500,69.437500,66.525002,67.262497,49.686348,3882984
2008-01-17,68.724998,68.724998,66.500000,66.925003,49.437061,1989320
2008-01-18,67.275002,69.750000,66.250000,66.925003,49.437061,3413620
2008-01-21,66.587502,66.587502,60.037498,62.287498,46.011349,22121748
2008-01-22,60.250000,64.974998,46.262501,57.462502,42.447166,2154932
2008-01-23,59.250000,65.000000,57.474998,60.087502,44.775845,6945732
2008-01-24,60.750000,63.012501,56.250000,57.562500,42.894264,4556056
2008-01-25,58.137501,63.000000,58.137501,62.424999,46.517696,3240744
2008-01-28,62.424999,62.500000,56.275002,60.325001,44.952824,1372012
2008-01-29,61.250000,64.300003,60.262501,63.737499,47.495720,3472712
2008-01-30,63.750000,64.375000,60.937500,63.062500,46.992744,3009264
2008-01-31,62.500000,65.224998,58.299999,60.412498,45.018017,8587524
2008-02-01,60.000000,67.250000,60.000000,66.487503,49.544979,1771352
2008-02-04,66.750000,70.500000,66.250000,69.525002,51.808468,2195176
2008-02-05,70.037498,71.000000,67.025002,69.250000,51.603539,2879936
2008-02-06,65.875000,68.250000,65.000000,66.250000,49.367996,1651664
2008-02-07,66.262497,66.724998,60.075001,61.049999,45.493069,2356276
2008-02-08,60.974998,65.500000,60.974998,64.337502,47.942844,2940304
2008-02-11,64.337502,64.750000,60.637501,64.050003,47.728611,1633652
2008-02-12,64.500000,65.987503,61.512501,62.224998,46.368652,1408688
2008-02-13,62.250000,64.474998,61.049999,63.162498,47.067261,1716600
2008-02-14,64.250000,66.599998,63.750000,65.775002,49.014030,1550696
2008-02-15,65.000000,68.925003,64.012497,68.612503,51.128468,2031960
2008-02-18,67.750000,69.500000,65.625000,69.000000,51.417229,815888
2008-02-19,69.500000,71.750000,68.762497,70.787498,52.749226,4323608
2008-02-20,70.437500,71.074997,65.449997,66.900002,49.852360,1918856
2008-02-21,70.000000,72.449997,68.250000,71.449997,53.242908,3734572
2008-02-22,71.050003,71.250000,67.050003,67.650002,50.411255,1498696
2008-02-25,68.750000,70.750000,68.000000,70.412498,52.469788,964412
2008-02-26,71.437500,74.250000,70.750000,73.724998,54.938213,3245648
2008-02-27,74.162498,75.000000,71.250000,72.187500,53.792488,2573380
2008-02-28,72.000000,74.250000,70.025002,72.750000,54.211647,3597504
2008-02-29,71.387497,73.224998,68.300003,69.412498,51.724617,1898520
2008-03-03,68.750000,70.750000,66.062500,68.412498,50.979431,5421856
2008-03-04,68.949997,69.199997,66.074997,66.824997,49.796474,2136124
2008-03-05,67.000000,70.000000,67.000000,69.650002,51.901596,1705692
2008-03-07,69.250000,69.500000,64.512497,68.349998,50.932865,2603712
2008-03-10,66.500000,72.525002,66.349998,68.025002,50.690670,3032764
2008-03-11,67.500000,68.625000,65.000000,66.324997,49.423882,2306360
2008-03-12,67.362503,69.250000,66.275002,68.375000,50.951511,2484180
2008-03-13,67.500000,67.500000,61.750000,63.537498,47.346695,2401552
2008-03-14,62.500000,66.750000,62.137501,66.362503,49.451828,1619908
