Date,Open,High,Low,Close,Adj Close,Volume
2008-01-01,269.250000,269.250000,263.000000,263.637512,201.960480,928388
2008-01-02,265.000000,265.250000,257.875000,262.500000,201.089005,2864924
2008-01-03,257.524994,261.250000,251.337494,252.762497,193.629608,5168280
2008-01-04,252.762497,255.725006,250.574997,251.300003,192.509232,2318868
2008-01-07,250.000000,252.199997,243.125000,243.899994,186.840469,3647344
2008-01-08,245.000000,248.000000,242.324997,246.962494,189.186493,3207732
2008-01-09,248.699997,251.500000,247.475006,249.074997,190.804825,2450128
2008-01-10,249.500000,252.375000,240.500000,245.412506,187.999130,3342376
2008-01-11,228.837494,251.000000,228.837494,247.437500,189.550354,2149188
2008-01-14,249.949997,249.949997,238.899994,240.287506,184.073090,4158864
2008-01-15,241.250000,242.000000,233.500000,235.000000,180.022598,2935588
2008-01-16,235.000000,241.675003,231.250000,236.237503,180.970612,3131956
2008-01-17,241.449997,241.500000,229.750000,230.675003,176.709442,6302096
2008-01-18,232.375000,235.000000,224.274994,225.800003,172.974899,4333816
2008-01-21,226.000000,226.175003,201.312500,207.762497,159.157181,4840032
2008-01-22,203.675003,247.500000,181.250000,200.062500,153.258606,6376872
2008-01-23,214.750000,222.500000,201.250000,217.987503,167.618500,5359120
2008-01-24,217.500000,222.000000,206.437500,210.812500,162.101379,2013336
2008-01-25,213.250000,224.425003,212.524994,221.149994,170.050232,2243116
2008-01-28,217.500000,217.500000,206.250000,213.574997,164.225540,2485660
2008-01-29,214.000000,221.149994,213.750000,216.925003,166.801498,3258712
2008-01-30,220.500000,223.000000,215.000000,217.462494,167.214844,3032856
2008-01-31,217.500000,222.500000,208.837494,218.437500,167.964462,5966956
2008-02-01,221.250000,235.274994,218.324997,232.375000,178.681580,4169520
2008-02-04,236.250000,247.250000,234.750000,243.912506,187.553146,3730520
2008-02-05,240.000000,243.750000,233.912506,238.762497,183.593124,1722872
2008-02-06,232.500000,232.500000,223.625000,226.524994,174.183243,4007952
2008-02-07,226.524994,226.524994,217.762497,219.762497,168.983368,2574652
2008-02-08,221.000000,231.250000,220.000000,224.600006,172.703049,2576820
2008-02-11,224.600006,233.000000,215.024994,226.524994,174.183243,3200988
2008-02-12,226.250000,231.250000,215.000000,216.162506,166.215195,5161328
2008-02-13,218.750000,224.250000,212.824997,217.237503,167.041763,2185376
2008-02-14,221.250000,225.000000,215.250000,218.449997,167.974091,2246480
2008-02-15,215.000000,221.762497,215.000000,218.175003,167.762619,2213044
2008-02-18,218.175003,218.750000,212.500000,213.300003,164.014099,1723160
2008-02-19,214.000000,221.000000,213.750000,218.862503,168.291306,1947288
2008-02-20,219.975006,223.662506,218.312500,221.524994,170.338593,3060624
2008-02-21,224.500000,232.750000,220.500000,228.662506,175.826950,3562052
2008-02-22,230.000000,230.225006,221.250000,225.137497,173.116318,2401516
2008-02-25,232.000000,232.250000,222.562500,225.187500,173.154800,3255460
2008-02-26,231.000000,231.000000,223.750000,224.600006,172.703049,4999584
2008-02-27,227.000000,228.712494,218.512497,219.387497,168.694992,2364056
2008-02-28,221.250000,222.500000,218.000000,220.225006,169.338974,5579004
2008-02-29,220.000000,222.925003,215.875000,219.350006,168.666153,3416480
2008-03-03,216.500000,217.175003,210.000000,212.149994,163.129761,3141328
2008-03-04,214.500000,217.500000,211.774994,214.699997,165.090591,3010532
2008-03-05,211.250000,220.699997,211.250000,218.824997,168.262451,2209348
2008-03-07,215.649994,216.524994,210.562500,211.537506,162.658859,1996828
2008-03-10,211.537506,213.500000,207.500000,208.412506,160.255936,2494168
2008-03-11,210.000000,210.000000,205.000000,205.875000,158.304718,4043520
2008-03-12,209.750000,212.500000,202.562500,205.887497,158.314346,1884412
2008-03-13,203.750000,203.750000,190.250000,194.925003,149.884918,3408600
2008-03-14,195.000000,203.225006,187.500000,200.962494,154.527328,2216056
2008-03-17,193.750000,199.425003,192.187500,197.962494,152.220535,1958904
2008-03-18,197.500000,207.199997,192.500000,204.425003,157.189728,3596080
2008-03-19,207.000000,210.000000,201.387497,202.862503,155.988297,4361924
2008-03-24,202.862503,209.375000,202.862503,205.925003,158.343140,3301984
2008-03-25,210.000000,224.962494,208.750000,219.125000,168.493164,2928896
2008-03-26,235.000000,235.000000,212.887497,219.587494,168.848770,2171768
2008-03-27,218.000000,219.000000,210.274994,213.125000,163.879517,6151152
2008-03-28,213.250000,218.675003,213.000000,217.762497,167.445450,3633696
2008-03-31,217.762497,217.762497,199.250000,202.612503,155.796097,4051860
2008-04-01,205.000000,213.225006,202.500000,208.087494,160.005966,2086728
2008-04-02,212.500000,217.250000,212.312500,212.812500,163.639236,1428844
2008-04-03,212.500000,223.000000,212.500000,221.350006,170.204025,3287172
2008-04-04,221.500000,222.475006,215.012497,218.225006,167.801178,2020844
2008-04-07,223.750000,230.024994,219.550003,226.024994,173.798782,3659528
2008-04-08,226.250000,226.750000,218.750000,221.837494,170.578842,4055352
2008-04-09,220.000000,223.000000,217.250000,219.062500,168.445129,1482600
2008-04-10,220.000000,229.912506,219.250000,224.887497,172.924149,2925932
2008-04-11,225.762497,231.250000,223.312500,227.000000,174.548523,2189264
2008-04-15,230.500000,246.250000,220.100006,243.537506,187.264786,5703772
2008-04-16,246.250000,250.500000,240.500000,242.975006,186.832245,6438768
2008-04-17,249.925003,252.500000,244.887497,250.225006,192.407089,3999556
2008-04-21,252.250000,258.750000,246.649994,248.350006,190.965256,3399296
2008-04-22,246.237503,246.237503,220.500000,221.800003,170.550064,13785196
2008-04-23,221.750000,226.425003,220.012497,222.287506,170.924927,6326156
2008-04-24,226.000000,226.225006,216.000000,222.687500,171.232452,15290096
2008-04-25,228.000000,228.000000,221.250000,222.324997,170.953720,6828568
2008-04-28,202.250000,224.000000,180.000000,220.425003,169.492813,6598136
2008-04-29,220.512497,232.500000,217.537506,227.637497,175.038681,16209848
2008-04-30,229.024994,233.937500,226.625000,230.250000,177.047592,9487980
2008-05-02,231.250000,240.500000,231.000000,235.937500,181.420898,5298780
2008-05-05,236.250000,237.375000,230.287506,231.862503,178.287460,3613764
2008-05-06,227.500000,237.500000,218.149994,234.262497,180.132935,3982796
2008-05-07,237.500000,244.975006,237.500000,241.687500,185.842255,12585540
2008-05-08,241.225006,241.250000,229.500000,236.750000,182.045654,10845832
2008-05-09,239.750000,239.750000,227.500000,229.250000,176.278610,4492296
2008-05-12,229.250000,233.712494,227.574997,231.725006,178.181763,3898508
2008-05-13,232.500000,235.350006,222.250000,226.262497,173.981476,4462876
2008-05-14,226.250000,244.737503,222.787506,242.787506,186.688049,9373188
2008-05-15,243.250000,250.500000,240.024994,246.187500,189.302551,7177896
2008-05-16,248.500000,248.500000,242.125000,245.262497,188.591187,3838648
2008-05-20,243.750000,247.500000,236.812500,239.024994,183.794983,4946904
2008-05-21,232.000000,242.000000,228.750000,241.274994,185.525070,3140184
2008-05-22,239.125000,246.375000,237.750000,240.287506,184.765793,5445200
2008-05-23,243.725006,244.925003,231.524994,233.100006,179.239044,5401384
2008-05-26,230.000000,240.725006,229.000000,238.862503,183.670029,5457272
2008-05-27,245.000000,248.500000,236.500000,242.225006,186.255600,5682072
2008-05-28,242.524994,253.812500,242.524994,252.362503,194.050674,5469588
2008-05-29,252.250000,257.087494,246.000000,248.662506,191.205612,8258940
2008-05-30,247.750000,262.250000,244.500000,259.787506,199.760010,15485284
2008-06-02,253.750000,264.350006,241.250000,245.962494,189.129471,7054764
2008-06-03,240.000000,247.500000,234.537506,243.787506,187.457031,4900256
2008-06-04,247.449997,247.449997,236.587494,239.187500,183.919937,3787856
2008-06-05,241.024994,249.199997,241.000000,245.462494,188.745026,5905256
2008-06-06,247.500000,249.662506,239.449997,241.550003,185.736511,4137784
2008-06-09,225.562500,241.225006,222.500000,228.524994,175.721115,6140140
2008-06-10,227.500000,229.750000,216.750000,219.750000,168.973755,6155372
2008-06-11,222.500000,227.500000,220.000000,222.587494,171.155579,4113368
2008-06-12,223.500000,225.600006,214.250000,222.062500,170.751846,2464004
2008-06-13,220.000000,230.475006,220.000000,227.399994,174.856125,6732432
2008-06-16,229.750000,232.000000,225.812500,227.699997,175.086731,6541784
2008-06-17,226.250000,231.750000,226.250000,230.324997,177.105286,3504824
2008-06-18,230.199997,230.250000,222.750000,225.225006,174.128647,6431336
2008-06-19,220.062500,224.500000,220.000000,222.000000,171.635330,3289068
2008-06-20,224.975006,224.975006,210.387497,215.962494,166.967499,8157760
2008-06-23,215.962494,219.862503,210.750000,214.612503,165.923813,3572312
2008-06-24,212.500000,216.925003,205.850006,211.100006,163.208115,9287176
2008-06-25,210.000000,221.250000,207.824997,219.199997,169.470474,5914196
2008-06-26,221.000000,224.500000,215.100006,220.337494,170.350037,7028316
2008-06-27,220.337494,220.337494,212.787506,216.375000,167.286514,6260948
2008-06-30,217.750000,219.500000,212.500000,214.550003,165.875504,3258044
2008-07-01,216.250000,218.000000,208.762497,211.925003,163.846024,5059616
2008-07-02,212.500000,222.000000,210.000000,219.125000,169.412582,8141112
2008-07-03,220.250000,220.250000,205.137497,214.162506,165.575943,4172528
2008-07-04,217.475006,217.512497,208.875000,211.125000,163.227463,3939584
2008-07-07,211.250000,216.000000,208.000000,213.062500,164.725525,1794132
2008-07-08,207.537506,211.250000,204.500000,207.550003,160.463669,3947624
2008-07-09,212.500000,222.487503,212.500000,219.187500,169.460861,3578548
2008-07-10,217.500000,222.250000,213.087494,217.100006,167.846985,3504368
2008-07-11,229.250000,235.750000,196.350006,199.649994,154.355774,5523784
2008-07-14,200.000000,200.000000,190.250000,191.962494,148.412384,4559896
2008-07-15,191.962494,196.612503,184.287506,187.662506,145.087906,4509844
2008-07-16,188.662506,193.412506,178.975006,182.024994,140.729416,5739900
2008-07-17,183.750000,196.725006,182.512497,195.812500,151.388931,10350716
2008-07-18,195.000000,200.500000,187.250000,198.462494,153.437744,8339496
2008-07-21,199.750000,203.750000,195.750000,203.199997,157.100418,3582068
